 ,molecule_chembl_id,IC50,units,smiles,pIC50
3182,CHEMBL57366,450,nM,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,6.346787486
3183,CHEMBL308672,450,nM,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,6.346787486
3184,CHEMBL279459,450,nM,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,6.346787486
3185,CHEMBL422758,450,nM,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,6.346787486
3186,CHEMBL382822,450,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C,6.346787486
3187,CHEMBL355191,450,nM,COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,6.346787486
3188,CHEMBL1914656,450,nM,Br.Cc1ccc([C@@H](C)Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)cc1,6.346787486
3189,CHEMBL2347969,452,nM,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(Br)c12)c1ccccc1,6.344861565
3190,CHEMBL3753444,455.17,nM,COc1ccc(-c2cc(NC(=O)Nc3ccncc3)cc(OC)c2OC)cn1,6.34182637
3191,CHEMBL3671583,456,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3C(F)(F)F)ncnc2cc1OCCNC(C)=O,6.341035157
3192,CHEMBL3775897,456.2,nM,Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCCCC2)C(=O)CO4)c1,6.340844719
3193,CHEMBL101253,457.7,nM,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,6.339419088
3194,CHEMBL511478,458,nM,NNC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,6.339134522
3195,CHEMBL4064224,459,nM,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(Cl)c23)c1,6.338187314
3196,CHEMBL3219507,460,nM,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1B(O)O,6.337242168
3197,CHEMBL3908711,460,nM,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,6.337242168
3198,CHEMBL246491,460,nM,COC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.337242168
3199,CHEMBL538814,460,nM,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,6.337242168
3200,CHEMBL2385959,460,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)o1,6.337242168
3201,CHEMBL357097,460,nM,c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,6.337242168
3202,CHEMBL3934594,460,nM,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2cccc(C(F)(F)F)c2)ncc1Cl,6.337242168
3203,CHEMBL3774808,460,nM,O=C1COc2cc3ncnc(Nc4cccc(F)c4)c3cc2N1CCCN1CCCCC1,6.337242168
3204,CHEMBL168382,460,nM,COc1cccc(-c2cn(C3CCCC3)c3ncnc(N)c23)c1,6.337242168
3205,CHEMBL4074766,462,nM,C=CC(=O)Nc1cc(Nc2n[nH]c3ccccc23)c(OC)cc1N(C)CCN(C)C,6.335358024
3206,CHEMBL4225517,462,nM,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(C)C)cc3)n2)c1,6.335358024
3207,CHEMBL93295,463,nM,COc1cc2nc(N)nc(Nc3cccc(Br)c3)c2cc1OC,6.334419009
3208,CHEMBL3092321,464,nM,CN1CCN(C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,6.333482019
3209,CHEMBL3092317,464,nM,CN(C)CCCN(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.333482019
3210,CHEMBL600381,464,nM,CCCCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,6.333482019
3211,CHEMBL4062192,467,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCCCC5)c(C)c4)nc32)C1,6.330683119
3212,CHEMBL3965075,470,nM,CCOCc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,6.327902142
3213,CHEMBL3612561,470,nM,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,6.327902142
3214,CHEMBL1817965,470,nM,C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/CC(C)/C=C/c1oc(OC)c(C)c(=O)c1C,6.327902142
3215,CHEMBL310580,470,nM,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,6.327902142
3216,CHEMBL474324,472,nM,COCCOc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OCCOC,6.326058001
3217,CHEMBL1928945,473,nM,Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.325138859
3218,CHEMBL64894,473,nM,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],6.325138859
3219,CHEMBL3805584,473.6,nM,C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1,6.324588306
3220,CHEMBL3751967,476.66,nM,COc1ccc(-c2cc(NC(=O)Nc3nccs3)cc(C(F)(F)F)c2)cn1,6.321791291
3221,CHEMBL3092323,479,nM,COCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.319664487
3222,CHEMBL111339,480,nM,Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.318758763
3223,CHEMBL406845,480,nM,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,6.318758763
3224,CHEMBL137027,482,nM,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,6.316952962
3225,CHEMBL3926657,487.6,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/c2c[nH]cn2)C1,6.311936303
3226,CHEMBL168550,490,nM,COc1cccc(-c2cn(C3CC(CNCCO)C3)c3ncnc(N)c23)c1,6.30980392
3227,CHEMBL186580,490,nM,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)c2cc1OC,6.30980392
3228,CHEMBL448154,490,nM,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.30980392
3229,CHEMBL246489,490,nM,COCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.30980392
3230,CHEMBL2325091,490,nM,Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,6.30980392
3231,CHEMBL373025,490,nM,CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.30980392
3232,CHEMBL3219502,490,nM,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1B1OC(C)(C)C(C)(C)O1,6.30980392
3233,CHEMBL3753157,495.3,nM,COc1ccc(-c2ccc(OC(F)(F)F)c(NC(=O)Nc3nccs3)c2)cn1,6.305131672
3234,CHEMBL396079,500,nM,c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)nc1,6.301029996
3235,CHEMBL77803,500,nM,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,6.301029996
3236,CHEMBL293584,500,nM,N#CC(C#N)=C1CCc2cc(O)c(O)cc21,6.301029996
3237,CHEMBL4209588,500,nM,Cc1c(C(=O)NC(CO)Cc2ccccc2)[nH]c2ccc(Cl)cc12,6.301029996
3238,CHEMBL543904,500,nM,COc1cc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC.Cl,6.301029996
3239,CHEMBL352954,500,nM,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCCC1,6.301029996
3240,CHEMBL3604921,500,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c1,6.301029996
3241,CHEMBL1254523,500,nM,COc1ccc(OC)c(Cc2cc3c(N(C)c4cccc(Br)c4)nc(N)nc3n2C)c1,6.301029996
3242,CHEMBL76444,500,nM,Cc1[nH]c2ncnc(N(C)c3cccc(Cl)c3)c2c1C,6.301029996
3243,CHEMBL169920,500,nM,CN(C)C(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,6.301029996
3244,CHEMBL3896615,500,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,6.301029996
3245,CHEMBL25450,500,nM,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,6.301029996
3246,CHEMBL78700,500,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCCO)cc5)sc34)ccc2[nH]1,6.301029996
3247,CHEMBL428534,500,nM,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCNCC1,6.301029996
3248,CHEMBL570918,500,nM,CN(/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCCl,6.301029996
3249,CHEMBL172973,500,nM,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1,6.301029996
3250,CHEMBL533849,500,nM,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,6.301029996
3251,CHEMBL169757,500,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,6.301029996
3252,CHEMBL391675,500,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCC6)c45)ccc32)c1,6.301029996
3253,CHEMBL63356,500,nM,Oc1cc2cc(-c3cccnc3)cnc2cc1O,6.301029996
3254,CHEMBL144908,500,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,6.301029996
3255,CHEMBL453502,500,nM,COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,6.301029996
3256,CHEMBL3933568,502,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4C)cc3)ncnc2cc1OCCCN1CCN(C)CC1,6.299296283
3257,CHEMBL3092316,505,nM,CCN(CC)CCN(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.296708622
3258,CHEMBL332096,508,nM,Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.294136288
3259,CHEMBL3916644,509,nM,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccc5c(c4)OCO5)cc3)ncnc2cc1OC,6.293282218
3260,CHEMBL4225571,510,nM,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C4CCN(C)CC4)cc3)n2)c1,6.292429824
3261,CHEMBL3237948,510,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CC(C)(C)C2)C1c1c(C)nn(-c2ccc(C)cc2)c1Cl,6.292429824
3262,CHEMBL2070045,510,nM,COc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1.Cl,6.292429824
3263,CHEMBL2048790,510,nM,O=C1NCc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc21,6.292429824
3264,CHEMBL3930270,510,nM,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)c3cc21,6.292429824
3265,CHEMBL3219508,510,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1B(O)O,6.292429824
3266,CHEMBL325589,510,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,6.292429824
3267,CHEMBL185853,510,nM,Cc1ccc(Nc2ncnn3cccc23)cc1O,6.292429824
3268,CHEMBL3622641,510.2,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.292259546
3269,CHEMBL939,515,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,6.288192771
3270,CHEMBL4096014,518,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(CC)c4)nc32)C1,6.28567024
3271,CHEMBL3775148,518.6,nM,O=C1COc2cc3ncnc(Nc4ccccc4)c3cc2N1CCCN1CCOCC1,6.285167488
3272,CHEMBL3960911,519,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccn3)ncnc2cc1OC,6.284832642
3273,CHEMBL3219503,520,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1B1OC(C)(C)C(C)(C)O1,6.283996656
3274,CHEMBL2324873,520,nM,Cc1ccc(C2=NN(C(N)=S)C(c3ccc4ccccc4c3)C2)cc1,6.283996656
3275,CHEMBL3622652,520.2,nM,O=C1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,6.283829652
3276,CHEMBL3923650,522,nM,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)nc3)ncnc2cc1OC,6.282329497
3277,CHEMBL1928958,523,nM,COc1ccc(/C=C/C(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC,6.281498311
3278,CHEMBL3087202,525,nM,C=CC(=O)N1CC[C@H](N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,6.279840697
3279,CHEMBL3237931,525,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCC3)c2)n1,6.279840697
3280,CHEMBL4225565,529,nM,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1,6.276544328
3281,CHEMBL3823520,529.4,nM,COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5ccccc5Cl)nn4)cc3F)ccnc2cc1OCCCN1CCCCC1,6.276216063
3282,CHEMBL2324870,530,nM,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc2ccccc2c1,6.27572413
3283,CHEMBL247916,530,nM,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccncc5)c4)c23)CC1,6.27572413
3284,CHEMBL293991,530,nM,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,6.27572413
3285,CHEMBL3951754,531,nM,CCC(=O)Nc1cc2c(Nc3ccc(Oc4cccnc4)cc3)ncnc2cc1OC,6.274905479
3286,CHEMBL474323,533,nM,COc1cc2ncnc(-c3c[nH]c4cc(F)c(C)cc34)c2cc1OC,6.273272791
3287,CHEMBL3085277,538,nM,C[C@H](Nc1ncnc2c1sc1ccccc12)c1ccccc1,6.269217724
3288,CHEMBL1242385,539,nM,Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,6.268411235
3289,CHEMBL93284,540,nM,O=[N+]([O-])c1ccc2c(Nc3cccc(I)c3)ncnc2c1,6.26760624
3290,CHEMBL1242755,540,nM,Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,6.26760624
3291,CHEMBL269620,540,nM,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,6.26760624
3292,CHEMBL3233764,542,nM,O=C(CN1CCC(CCO)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,6.266000713
3293,CHEMBL3092318,543,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CC(O)C1,6.26520017
3294,CHEMBL3633775,543,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccc(Cl)c(Cl)c4)c(Cl)c3)c2c1,6.26520017
3295,CHEMBL3092312,544,nM,COC(CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)OC,6.2644011
3296,CHEMBL606964,545,nM,COc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1,6.263603498
3297,CHEMBL308582,550,nM,Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,6.259637311
3298,CHEMBL3234736,550,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cccnc1,6.259637311
3299,CHEMBL1241578,550,nM,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,6.259637311
3300,CHEMBL327023,550,nM,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,6.259637311
3301,CHEMBL2426282,550,nM,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,6.259637311
3302,CHEMBL4225777,556,nM,CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccccc4)n(C4CCOCC4)c3n2)cc1,6.254925208
3303,CHEMBL305660,559.1,nM,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.252510508
3304,CHEMBL4213519,559.8,nM,COc1ccc(-c2c3c4cc(OC)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,6.251967106
3305,CHEMBL73710,560,nM,Cc1[nH]c2ncnc(Nc3ccc(F)cc3)c2c1C,6.251811973
3306,CHEMBL592480,560,nM,O=C1CSC(N/N=C/c2cc(Cl)ccc2O)=N1,6.251811973
3307,CHEMBL591288,560,nM,Oc1ccc(CN(Cc2cc(Cl)cc(Cl)c2O)C(=S)Nc2ccccc2)cc1,6.251811973
3308,CHEMBL3612570,560,nM,COCCn1c(=O)oc2cc3ncnc(Nc4cccc(C(C)=O)c4)c3cc21,6.251811973
3309,CHEMBL55204,560,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,6.251811973
3310,CHEMBL117326,560,nM,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,6.251811973
3311,CHEMBL340660,560,nM,CCOc1cc2ncnc(Nc3cccc(-c4csc(N)n4)c3)c2cc1OCC,6.251811973
3312,CHEMBL3622621,560.4,nM,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.251501873
3313,CHEMBL12131,564,nM,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,6.248720896
3314,CHEMBL3676347,568,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(F)c3F)ncnc2cc1OCCNC(=O)CCCN(C)C,6.245651664
3315,CHEMBL3219505,570,nM,CC1(C)OB(c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)OC1(C)C,6.244125144
3316,CHEMBL170724,570,nM,COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,6.244125144
3317,CHEMBL2070191,570,nM,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,6.244125144
3318,CHEMBL2064389,570,nM,O=c1oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc2n1CCCN1CCOCC1,6.244125144
3319,CHEMBL307026,570,nM,Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,6.244125144
3320,CHEMBL3921664,570,nM,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(F)cc2)ncc1Cl,6.244125144
3321,CHEMBL246493,570,nM,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,6.244125144
3322,CHEMBL1242475,571,nM,Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1,6.243363892
3323,CHEMBL3263965,572,nM,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(-c5ccsc5)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,6.242603971
3324,CHEMBL3622633,573.6,nM,COCCOc1cc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2cc1NC(=O)/C=C/CN(C)C,6.241390857
3325,CHEMBL328244,574,nM,Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,6.241088108
3326,CHEMBL1241491,575,nM,Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,6.240332155
3327,CHEMBL3234737,575,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccccn1,6.240332155
3328,CHEMBL1242198,576,nM,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,6.239577517
3329,CHEMBL92824,577,nM,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,6.238824187
3330,CHEMBL300083,578,nM,Nc1cc2ncnc(NCc3ccccc3)c2cn1,6.238072162
3331,CHEMBL1242115,579,nM,CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21,6.237321436
3332,CHEMBL601040,580,nM,Cc1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,6.236572006
3333,CHEMBL3774451,582.17,nM,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1nnn(-c2ccc(F)cc2)c1C(F)(F)F,6.234950178
3334,CHEMBL3894726,587,nM,COc1ccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,6.231361899
3335,CHEMBL333851,588,nM,COc1cc2c(NCc3ccccc3)ncnc2cc1O,6.230622674
3336,CHEMBL3676390,589,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CC,6.229884705
3337,CHEMBL2347968,589,nM,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(Cl)c12)c1ccccc1,6.229884705
3338,CHEMBL3219504,590,nM,CC1(C)OB(c2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)OC1(C)C,6.229147988
3339,CHEMBL281300,590,nM,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.229147988
3340,CHEMBL3628800,590,nM,Fc1ccc(Oc2ncnc3ccccc23)cc1Cl,6.229147988
3341,CHEMBL1830276,590,nM,NC(=S)N/N=C(/C=C/c1ccccc1)c1ccc(Cl)cc1,6.229147988
3342,CHEMBL2312654,590,nM,Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,6.229147988
3343,CHEMBL1683960,590,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1-c1cccc(CN2CCOCC2)c1,6.229147988
3344,CHEMBL3941175,593,nM,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)c(F)c3)ncnc2cc1OC,6.226945307
3345,CHEMBL3893810,593,nM,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(C(F)(F)F)cc2)ncc1Cl,6.226945307
3346,CHEMBL3774712,594.5,nM,Cc1ccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCOCC2)C(=O)CO4)cc1,6.225848141
3347,CHEMBL4225828,596,nM,CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)nc1,6.22475374
3348,CHEMBL3758502,600,nM,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,6.22184875
3349,CHEMBL166765,600,nM,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCC1,6.22184875
3350,CHEMBL173478,600,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CO)c1,6.22184875
3351,CHEMBL3416630,600,nM,OC[C@@H](Nc1ncnc2sc(-c3ccc(CN4CCNCC4)cc3)cc12)c1ccccc1,6.22184875
3352,CHEMBL2333163,600,nM,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O,6.22184875
3353,CHEMBL3416631,600,nM,OCCN1CCN(Cc2ccc(-c3cc4c(N[C@H](CO)c5ccccc5)ncnc4s3)cc2)CC1,6.22184875
3354,CHEMBL538909,600,nM,N#C/C(=C/c1cc(Cc2ccccc2)c(O)c(Cc2ccccc2)c1)C(N)=O,6.22184875
3355,CHEMBL2385991,600,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1C(=O)Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,6.22184875
3356,CHEMBL591897,600,nM,CN(CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)CCNS(=O)(=O)c1cccc2c(N(C)C)cccc12,6.22184875
3357,CHEMBL555797,600,nM,COc1cc2ncnc(Nc3ccc4c(c3)CCC4)c2cc1OC.Cl,6.22184875
3358,CHEMBL3353404,600,nM,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.22184875
3359,CHEMBL4065984,600,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1,6.22184875
3360,CHEMBL3746473,600,nM,CC(=O)N1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,6.22184875
3361,CHEMBL144589,600,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,6.22184875
3362,CHEMBL358746,600,nM,N#C/C(=C\c1cc(O)c(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(O)c1,6.22184875
3363,CHEMBL505705,600,nM,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COC(=O)c2ccc(S(=O)(=O)Oc3ccc(/C=C/[N+](=O)[O-])cc3)cc2)[C@@H](O)[C@H]1O,6.22184875
